veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat,severity,frequincy
1.75,0.0793976728,0,0,0.0,STNWG,3,F,D,1,0.0,0.0
1.36,0.34770705,0,0,0.0,HBACK,2,F,D,4,0.0,0.0
1.18,0.6762491444,0,0,0.0,STNWG,4,F,C,2,0.0,0.0
0.43,0.6954140999,0,0,0.0,HBACK,4,F,C,4,0.0,0.0
2.94,0.3230663929,0,0,0.0,TRUCK,1,M,F,2,0.0,0.0
3.44,0.1396303901,0,0,0.0,UTE,1,F,F,2,0.0,0.0
1.09,0.6954140999,0,0,0.0,COUPE,4,F,C,3,0.0,0.0
1.428,0.6023271732,1,1,5897.963623,HBACK,1,F,C,2,5898.0,1.66
1.89,0.6187542779,0,0,0.0,HBACK,1,M,C,2,0.0,0.0
4.36,0.9445585216,0,0,0.0,STNWG,2,F,C,1,0.0,0.0
2.09,0.6105407255,0,0,0.0,HBACK,2,F,A,5,0.0,0.0
0.41,0.0301163587,0,0,0.0,COUPE,4,M,A,2,0.0,0.0
0.97,0.0246406571,0,0,0.0,SEDAN,3,F,C,5,0.0,0.0
0.52,0.0301163587,0,0,0.0,STNWG,4,M,A,4,0.0,0.0
2.71,0.6023271732,0,0,0.0,STNWG,3,F,F,1,0.0,0.0
1.78,0.6652977413,0,0,0.0,STNWG,2,M,A,3,0.0,0.0
1.17,0.3805612594,1,1,1198.539999,STNWG,4,F,B,3,1199.0,2.63
2.79,0.0301163587,0,0,0.0,TRUCK,2,M,B,4,0.0,0.0
1.41,0.6954140999,0,0,0.0,HBACK,1,M,C,1,0.0,0.0
2.04,0.9445585216,0,0,0.0,HBACK,2,M,A,5,0.0,0.0
1.46,0.0739219713,0,0,0.0,UTE,3,M,D,2,0.0,0.0
3.89,0.3148528405,1,1,1749.4899979,STNWG,1,F,A,2,1749.0,3.18
3.46,0.6023271732,0,0,0.0,STNWG,3,F,F,4,0.0,0.0
0.46,0.6187542779,0,0,0.0,HBACK,4,F,C,6,0.0,0.0
1.19,0.6023271732,0,0,0.0,STNWG,4,M,F,5,0.0,0.0
2.07,0.0739219713,0,0,0.0,HBACK,2,F,C,5,0.0,0.0
2.3,0.2628336756,0,0,0.0,SEDAN,1,M,C,1,0.0,0.0
0.69,0.0301163587,0,0,0.0,SEDAN,4,F,C,4,0.0,0.0
1.55,0.3285420945,0,0,0.0,SEDAN,2,M,C,5,0.0,0.0
2.1,0.6680355921,0,0,0.0,HBACK,2,F,C,3,0.0,0.0
2.03,0.0301163587,0,0,0.0,SEDAN,2,M,C,4,0.0,0.0
1.1,0.2984257358,0,0,0.0,SEDAN,3,M,F,1,0.0,0.0
1.37,0.3805612594,0,0,0.0,SEDAN,3,F,C,4,0.0,0.0
0.87,0.6954140999,0,0,0.0,HBACK,3,F,E,3,0.0,0.0
1.25,0.900752909,0,0,0.0,UTE,4,M,D,3,0.0,0.0
0.8,0.0027378508,0,0,0.0,HBACK,3,F,C,3,0.0,0.0
1.26,0.9993155373,0,0,0.0,HBACK,2,F,D,3,0.0,0.0
2.08,0.1642710472,0,0,0.0,STNWG,4,F,A,1,0.0,0.0
1.24,0.3039014374,0,0,0.0,HBACK,3,F,C,3,0.0,0.0
1.62,0.0739219713,0,0,0.0,STNWG,4,F,A,5,0.0,0.0
3.11,0.3285420945,0,0,0.0,STNWG,3,F,D,6,0.0,0.0
3.52,0.6707734428,0,0,0.0,STNWG,3,F,C,2,0.0,0.0
0.44,0.7775496235,0,0,0.0,PANVN,4,M,D,2,0.0,0.0
2.09,0.6160164271,0,0,0.0,HBACK,2,F,A,1,0.0,0.0
1.86,0.3805612594,0,0,0.0,SEDAN,1,F,D,4,0.0,0.0
1.18,0.6105407255,0,0,0.0,UTE,3,F,C,2,0.0,0.0
1.76,0.6023271732,0,0,0.0,PANVN,3,M,B,1,0.0,0.0
0.72,0.6023271732,0,0,0.0,COUPE,4,M,B,4,0.0,0.0
4.56,0.3285420945,0,0,0.0,STNWG,1,F,A,5,0.0,0.0
0.72,0.2902121834,0,0,0.0,HBACK,3,F,D,6,0.0,0.0
0.45,0.0739219713,0,0,0.0,PANVN,4,M,B,4,0.0,0.0
1.42,0.6187542779,0,0,0.0,SEDAN,3,F,F,2,0.0,0.0
2.22,0.3887748118,0,0,0.0,STNWG,2,M,C,5,0.0,0.0
1.28,0.7775496235,0,0,0.0,TRUCK,4,M,E,2,0.0,0.0
3.19,0.2217659138,0,0,0.0,STNWG,3,F,E,3,0.0,0.0
0.61,0.3285420945,0,0,0.0,SEDAN,4,F,E,3,0.0,0.0
1.36,0.4325804244,0,0,0.0,STNWG,4,M,A,4,0.0,0.0
0.89,0.0739219713,0,0,0.0,SEDAN,4,F,C,5,0.0,0.0
1.25,0.2819986311,0,0,0.0,HBACK,2,F,B,1,0.0,0.0
1.13,0.2217659138,0,0,0.0,STNWG,4,F,F,5,0.0,0.0
4.349,0.9418206708,0,0,0.0,UTE,1,F,B,1,0.0,0.0
2.05,0.9664613279,0,0,0.0,SEDAN,1,M,C,1,0.0,0.0
0.97,0.3285420945,0,0,0.0,SEDAN,3,M,B,5,0.0,0.0
0.6,0.0301163587,0,0,0.0,HBACK,4,F,B,2,0.0,0.0
0.39,0.2819986311,0,0,0.0,STNWG,4,F,C,3,0.0,0.0
0.76,0.0301163587,0,0,0.0,UTE,4,M,C,3,0.0,0.0
1.37,0.810403833,0,0,0.0,HBACK,2,F,C,5,0.0,0.0
1.35,0.9445585216,0,0,0.0,SEDAN,3,M,D,3,0.0,0.0
1.89,0.3613963039,1,1,353.76999998,UTE,2,M,A,1,354.0,2.77
2.1,0.34770705,1,1,3755.4545364,SEDAN,2,F,C,3,3755.0,2.88
1.06,0.5503080082,0,0,0.0,HDTOP,4,F,A,4,0.0,0.0
1.4,0.3121149897,0,0,0.0,STNWG,4,M,D,3,0.0,0.0
1.09,0.6954140999,0,0,0.0,HBACK,3,M,A,2,0.0,0.0
1.44,0.3778234086,0,0,0.0,SEDAN,3,M,D,3,0.0,0.0
1.51,0.9418206708,0,0,0.0,HBACK,3,M,A,1,0.0,0.0
0.84,0.93908282,0,0,0.0,HBACK,3,F,E,4,0.0,0.0
1.14,0.9445585216,0,0,0.0,SEDAN,3,F,B,4,0.0,0.0
0.81,0.6707734428,0,0,0.0,HBACK,3,M,C,1,0.0,0.0
4.349,0.5995893224,1,1,384.5,UTE,1,M,A,1,384.0,1.67
1.53,0.9993155373,0,0,0.0,HBACK,2,F,C,6,0.0,0.0
1.57,0.1013004791,0,0,0.0,STNWG,3,M,A,6,0.0,0.0
0.35,0.0273785079,0,0,0.0,SEDAN,4,F,B,4,0.0,0.0
0.42,0.6023271732,0,0,0.0,STNWG,4,M,B,4,0.0,0.0
3.4,0.6187542779,0,0,0.0,UTE,2,M,A,3,0.0,0.0
0.83,0.3805612594,1,1,353.76999998,HBACK,4,M,C,4,354.0,2.63
2.52,0.6023271732,0,0,0.0,TRUCK,3,M,F,4,0.0,0.0
0.74,0.0027378508,0,0,0.0,SEDAN,4,F,C,5,0.0,0.0
3.74,0.6023271732,0,0,0.0,UTE,1,M,F,4,0.0,0.0
1.37,0.0027378508,0,0,0.0,HBACK,4,F,C,4,0.0,0.0
0.7,0.7227926078,1,1,1712.8799973,SEDAN,4,F,A,3,1713.0,1.38
2.55,0.3285420945,0,0,0.0,STNWG,3,M,C,4,0.0,0.0
1.01,0.5557837098,0,0,0.0,SEDAN,3,F,C,3,0.0,0.0
1.38,0.9472963723,0,0,0.0,HBACK,2,M,A,2,0.0,0.0
0.51,0.1916495551,0,0,0.0,HBACK,4,M,A,3,0.0,0.0
1.6143,0.6023271732,0,0,0.0,HBACK,1,F,C,5,0.0,0.0
1.56,0.6954140999,0,0,0.0,HBACK,2,F,C,3,0.0,0.0
1.11,0.9445585216,1,1,408.94999981,UTE,4,F,E,3,409.0,1.06
1.61,0.3805612594,0,0,0.0,SEDAN,2,F,B,4,0.0,0.0
1.81,0.9445585216,0,0,0.0,SEDAN,2,F,D,3,0.0,0.0
1.94,0.6023271732,0,0,0.0,HBACK,2,F,C,4,0.0,0.0
1.77,0.2436687201,0,0,0.0,HBACK,1,F,E,4,0.0,0.0
1.07,0.9993155373,0,0,0.0,SEDAN,3,F,A,5,0.0,0.0
0.5,0.9472963723,1,1,2930.8499985,HBACK,4,F,A,5,2931.0,1.06
0.35,0.9445585216,0,0,0.0,HBACK,4,F,B,3,0.0,0.0
5.236,0.6023271732,1,1,560.90999985,STNWG,1,M,B,1,561.0,1.66
1.07,0.9993155373,0,0,0.0,SEDAN,2,F,C,3,0.0,0.0
1.82,0.3011635866,0,0,0.0,HBACK,2,M,A,3,0.0,0.0
4.71,0.9445585216,1,1,353.76999998,STNWG,1,M,D,5,354.0,1.06
1.68,0.7775496235,0,0,0.0,HBACK,3,F,B,4,0.0,0.0
1.26,0.9445585216,1,1,389.94999981,HDTOP,4,F,E,3,390.0,1.06
2.99,0.4161533196,0,0,0.0,HDTOP,2,F,A,1,0.0,0.0
2.32,0.7775496235,0,0,0.0,UTE,3,M,C,3,0.0,0.0
2.79,0.7775496235,0,0,0.0,STNWG,1,M,F,3,0.0,0.0
1.11,0.0739219713,0,0,0.0,SEDAN,3,F,E,2,0.0,0.0
1.67,0.6707734428,0,0,0.0,SEDAN,3,M,F,3,0.0,0.0
2.04,0.7063655031,0,0,0.0,HDTOP,2,F,E,4,0.0,0.0
1.67,0.9993155373,0,0,0.0,HDTOP,4,M,F,4,0.0,0.0
1.44,0.3285420945,0,0,0.0,HBACK,2,M,A,2,0.0,0.0
1.39,0.7775496235,0,0,0.0,HBACK,2,F,B,2,0.0,0.0
1.5,0.7665982204,0,0,0.0,HBACK,1,M,E,2,0.0,0.0
2.0,0.6023271732,0,0,0.0,HBACK,2,F,B,4,0.0,0.0
1.53,0.3258042437,0,0,0.0,HBACK,3,F,A,2,0.0,0.0
1.32,0.0027378508,0,0,0.0,SEDAN,2,M,C,4,0.0,0.0
0.91,0.3997262149,1,1,1806.079998,SEDAN,4,M,C,2,1806.0,2.5
1.73,0.3285420945,0,0,0.0,HBACK,1,F,B,5,0.0,0.0
1.55,0.3285420945,0,0,0.0,SEDAN,2,M,C,4,0.0,0.0
1.97,0.2299794661,0,0,0.0,SEDAN,2,M,A,3,0.0,0.0
2.199,0.2737850787,0,0,0.0,SEDAN,1,F,C,4,0.0,0.0
1.08,0.0164271047,0,0,0.0,SEDAN,3,F,A,1,0.0,0.0
1.97,0.257357974,0,0,0.0,STNWG,3,M,D,1,0.0,0.0
0.6,0.2737850787,0,0,0.0,SEDAN,4,F,D,3,0.0,0.0
0.31,0.9993155373,0,0,0.0,SEDAN,4,F,C,3,0.0,0.0
2.85,0.8131416838,0,0,0.0,STNWG,1,M,E,2,0.0,0.0
1.85,0.2518822724,0,0,0.0,STNWG,3,F,C,2,0.0,0.0
3.15,0.0273785079,0,0,0.0,STNWG,2,M,B,2,0.0,0.0
1.42,0.0273785079,0,0,0.0,SEDAN,3,F,B,3,0.0,0.0
1.38,0.7775496235,0,0,0.0,SEDAN,2,F,B,4,0.0,0.0
1.17,0.3066392882,1,1,200.0,HBACK,2,F,B,1,200.0,3.26
0.82,0.0027378508,0,0,0.0,SEDAN,3,F,B,5,0.0,0.0
1.77,0.6187542779,0,0,0.0,PANVN,3,M,A,4,0.0,0.0
1.26,0.3285420945,0,0,0.0,HBACK,2,M,C,4,0.0,0.0
1.31,0.7775496235,0,0,0.0,STNWG,4,M,C,2,0.0,0.0
2.5,0.2737850787,0,0,0.0,STNWG,2,M,B,3,0.0,0.0
1.58,0.0739219713,0,0,0.0,HBACK,2,M,A,3,0.0,0.0
0.8,0.2436687201,0,0,0.0,UTE,4,M,D,2,0.0,0.0
2.88,0.1423682409,0,0,0.0,TRUCK,2,M,F,2,0.0,0.0
2.19,0.1697467488,0,0,0.0,SEDAN,1,M,A,5,0.0,0.0
1.61,0.3175906913,0,0,0.0,SEDAN,2,F,B,3,0.0,0.0
0.57,0.0739219713,0,0,0.0,SEDAN,4,F,A,3,0.0,0.0
1.18,0.9965776865,0,0,0.0,STNWG,4,M,D,3,0.0,0.0
2.96,0.7775496235,0,0,0.0,STNWG,2,F,D,5,0.0,0.0
1.8,0.3942505133,1,1,353.76999998,SEDAN,2,F,C,3,354.0,2.54
1.33,0.3066392882,0,0,0.0,HBACK,3,F,D,2,0.0,0.0
3.26,0.0027378508,0,0,0.0,HBACK,2,F,B,4,0.0,0.0
1.71,0.3805612594,0,0,0.0,HBACK,2,F,B,2,0.0,0.0
0.97,0.2327173169,0,0,0.0,SEDAN,3,F,C,6,0.0,0.0
6.27,0.3230663929,0,0,0.0,STNWG,2,M,C,1,0.0,0.0
1.15,0.5859000684,0,0,0.0,SEDAN,4,M,C,3,0.0,0.0
1.22,0.0027378508,0,0,0.0,STNWG,3,F,A,3,0.0,0.0
2.91,0.6160164271,0,0,0.0,STNWG,1,M,B,5,0.0,0.0
2.14,0.0739219713,0,0,0.0,STNWG,3,M,C,3,0.0,0.0
1.99,0.9965776865,0,0,0.0,STNWG,3,F,A,4,0.0,0.0
3.97,0.6132785763,0,0,0.0,TRUCK,1,M,D,2,0.0,0.0
3.4,0.6160164271,0,0,0.0,TRUCK,2,M,A,4,0.0,0.0
1.35,0.3230663929,0,0,0.0,HBACK,2,F,C,4,0.0,0.0
1.76,0.2737850787,0,0,0.0,HBACK,1,M,C,2,0.0,0.0
1.11,0.6762491444,0,0,0.0,PANVN,4,M,B,4,0.0,0.0
3.66,0.0739219713,0,0,0.0,STNWG,2,M,A,5,0.0,0.0
3.15,0.2737850787,0,0,0.0,UTE,2,M,E,5,0.0,0.0
1.39,0.6735112936,0,0,0.0,HBACK,1,M,F,4,0.0,0.0
0.85,0.0739219713,0,0,0.0,HBACK,3,F,D,5,0.0,0.0
1.98,0.7063655031,0,0,0.0,HBACK,2,F,A,3,0.0,0.0
1.83,0.0027378508,0,0,0.0,PANVN,1,M,A,1,0.0,0.0
3.61,0.0739219713,0,0,0.0,UTE,1,F,B,5,0.0,0.0
1.67,0.2737850787,0,0,0.0,STNWG,4,M,C,1,0.0,0.0
2.09,0.3285420945,0,0,0.0,SEDAN,2,F,B,4,0.0,0.0
0.46,0.3285420945,0,0,0.0,STNWG,4,M,A,2,0.0,0.0
0.35,0.0328542094,0,0,0.0,HBACK,4,F,B,3,0.0,0.0
0.65,0.2737850787,0,0,0.0,SEDAN,4,M,E,5,0.0,0.0
1.67,0.2600958248,0,0,0.0,SEDAN,2,M,D,6,0.0,0.0
2.59,0.925393566,1,1,408.94999981,UTE,2,M,F,4,409.0,1.08
2.77,0.2381930185,0,0,0.0,SEDAN,1,M,A,2,0.0,0.0
3.22,0.3285420945,0,0,0.0,UTE,2,F,B,3,0.0,0.0
0.78,0.4079397673,0,0,0.0,SEDAN,4,M,C,1,0.0,0.0
2.11,0.3285420945,0,0,0.0,SEDAN,1,F,C,4,0.0,0.0
3.04,0.9993155373,0,0,0.0,TRUCK,3,M,A,4,0.0,0.0
2.3,0.3285420945,0,0,0.0,STNWG,3,F,D,3,0.0,0.0
1.84,0.9418206708,0,0,0.0,HBACK,2,F,C,4,0.0,0.0
2.88,0.3832991102,0,0,0.0,SEDAN,1,M,C,1,0.0,0.0
1.17,0.6160164271,0,0,0.0,STNWG,4,M,B,4,0.0,0.0
5.26,0.2737850787,0,0,0.0,STNWG,1,M,A,2,0.0,0.0
2.44,0.2737850787,0,0,0.0,TRUCK,3,M,F,1,0.0,0.0
2.15,0.7748117728,0,0,0.0,UTE,3,M,E,3,0.0,0.0
1.16,0.7255304586,1,1,1067.7199993,SEDAN,3,M,B,1,1068.0,1.38
1.8,0.7775496235,0,0,0.0,SEDAN,2,F,C,5,0.0,0.0
1.88,0.9418206708,0,0,0.0,STNWG,4,M,A,2,0.0,0.0
4.69,0.9418206708,0,0,0.0,STNWG,1,M,C,4,0.0,0.0
1.11,0.2737850787,0,0,0.0,UTE,4,F,D,4,0.0,0.0
1.43,0.2737850787,0,0,0.0,HBACK,1,F,A,1,0.0,0.0
3.61,0.0027378508,0,0,0.0,UTE,1,F,E,6,0.0,0.0
0.91,0.93908282,0,0,0.0,HBACK,3,F,D,4,0.0,0.0
4.27,0.9418206708,0,0,0.0,STNWG,2,F,F,4,0.0,0.0
3.59,0.4407939767,0,0,0.0,STNWG,2,M,A,4,0.0,0.0
2.62,0.7775496235,0,0,0.0,STNWG,3,M,C,2,0.0,0.0
4.06,0.7775496235,0,0,0.0,TRUCK,2,F,E,4,0.0,0.0
1.67,0.2737850787,0,0,0.0,STNWG,4,F,B,4,0.0,0.0
3.04,0.2710472279,0,0,0.0,BUS,2,F,A,3,0.0,0.0
0.91,0.2737850787,0,0,0.0,SEDAN,4,F,A,5,0.0,0.0
2.7,0.4216290212,0,0,0.0,UTE,3,F,B,3,0.0,0.0
3.69,0.2737850787,0,0,0.0,STNWG,1,M,B,1,0.0,0.0
1.72,0.9965776865,0,0,0.0,HBACK,1,F,B,2,0.0,0.0
1.42,0.9965776865,0,0,0.0,HBACK,2,F,C,4,0.0,0.0
2.77,0.9965776865,1,1,428.03999901,STNWG,3,F,C,3,428.0,1.0
4.87,0.2710472279,0,0,0.0,TRUCK,1,F,B,5,0.0,0.0
2.25,0.2737850787,1,1,2767.2799988,SEDAN,3,M,C,6,2767.0,3.65
3.43,0.7748117728,0,0,0.0,STNWG,3,M,E,3,0.0,0.0
1.97,0.9965776865,0,0,0.0,HBACK,1,F,C,6,0.0,0.0
1.45,0.3258042437,0,0,0.0,SEDAN,2,F,F,4,0.0,0.0
2.78,0.038329911,0,0,0.0,STNWG,3,F,A,4,0.0,0.0
1.76,0.2737850787,0,0,0.0,SEDAN,1,F,B,2,0.0,0.0
7.58,0.0711841205,0,0,0.0,SEDAN,2,M,D,6,0.0,0.0
4.07,0.2710472279,0,0,0.0,STNWG,2,M,D,6,0.0,0.0
5.63,0.0027378508,0,0,0.0,STNWG,1,M,D,5,0.0,0.0
1.51,0.0711841205,0,0,0.0,SEDAN,2,F,A,4,0.0,0.0
2.65,0.2737850787,0,0,0.0,SEDAN,1,F,A,4,0.0,0.0
3.41,0.2710472279,0,0,0.0,SEDAN,1,F,A,4,0.0,0.0
0.81,0.2737850787,0,0,0.0,SEDAN,3,F,C,4,0.0,0.0
6.799,0.2737850787,0,0,0.0,COUPE,1,M,C,1,0.0,0.0
0.46,0.7775496235,0,0,0.0,SEDAN,4,F,A,4,0.0,0.0
1.73,0.6160164271,0,0,0.0,HBACK,2,M,A,4,0.0,0.0
1.23,0.2217659138,1,1,360.44999981,HBACK,4,F,C,3,360.0,4.51
2.92,0.2737850787,0,0,0.0,STNWG,1,F,F,3,0.0,0.0
1.89,0.681724846,0,0,0.0,SEDAN,2,M,B,2,0.0,0.0
1.61,0.0027378508,0,0,0.0,HBACK,1,F,C,3,0.0,0.0
2.13,0.6735112936,0,0,0.0,STNWG,1,M,B,2,0.0,0.0
2.81,0.2546201232,0,0,0.0,UTE,2,F,C,3,0.0,0.0
2.09,0.0027378508,0,0,0.0,UTE,3,M,C,6,0.0,0.0
1.31,0.2737850787,0,0,0.0,HDTOP,4,M,F,5,0.0,0.0
4.7,0.7775496235,0,0,0.0,SEDAN,2,M,A,6,0.0,0.0
1.76,0.2217659138,0,0,0.0,HBACK,2,F,C,4,0.0,0.0
3.48,0.7775496235,0,0,0.0,STNWG,2,F,F,2,0.0,0.0
1.57,0.7008898015,0,0,0.0,SEDAN,2,F,A,3,0.0,0.0
2.01,0.2737850787,0,0,0.0,STNWG,3,F,E,2,0.0,0.0
4.84,0.2710472279,0,0,0.0,STNWG,1,M,A,4,0.0,0.0
2.21,0.6735112936,0,0,0.0,UTE,3,M,E,2,0.0,0.0
1.81,0.7775496235,0,0,0.0,SEDAN,2,M,A,6,0.0,0.0
1.48,0.7775496235,0,0,0.0,SEDAN,3,M,B,5,0.0,0.0
0.73,0.3258042437,0,0,0.0,SEDAN,4,F,C,4,0.0,0.0
1.27,0.1587953457,0,0,0.0,HDTOP,4,M,D,3,0.0,0.0
3.08,0.0574948665,0,0,0.0,STNWG,2,M,A,3,0.0,0.0
1.44,0.0027378508,0,0,0.0,HBACK,4,F,C,2,0.0,0.0
1.96,0.2518822724,0,0,0.0,STNWG,4,F,D,3,0.0,0.0
2.54,0.0602327173,0,0,0.0,SEDAN,1,F,A,3,0.0,0.0
1.48,0.9938398357,0,0,0.0,HBACK,2,F,C,2,0.0,0.0
1.97,0.2737850787,0,0,0.0,STNWG,4,M,C,3,0.0,0.0
0.86,0.9965776865,0,0,0.0,HBACK,3,F,C,2,0.0,0.0
1.5,0.0027378508,0,0,0.0,HBACK,2,F,A,3,0.0,0.0
1.91,0.2737850787,0,0,0.0,MIBUS,4,M,A,2,0.0,0.0
0.44,0.1095140315,0,0,0.0,SEDAN,4,F,A,3,0.0,0.0
1.68,0.7748117728,0,0,0.0,HBACK,3,F,C,6,0.0,0.0
1.74,0.7748117728,0,0,0.0,HBACK,2,M,A,6,0.0,0.0
1.46,0.1177275838,0,0,0.0,HBACK,1,F,C,1,0.0,0.0
1.0,0.1095140315,0,0,0.0,UTE,3,M,C,2,0.0,0.0
1.84,0.6926762491,0,0,0.0,HBACK,2,M,B,4,0.0,0.0
1.88,0.9993155373,0,0,0.0,HBACK,2,F,C,1,0.0,0.0
4.349,0.2737850787,0,0,0.0,UTE,1,M,A,1,0.0,0.0
2.05,0.2737850787,0,0,0.0,UTE,3,M,D,4,0.0,0.0
2.93,0.2683093771,0,0,0.0,STNWG,1,F,B,1,0.0,0.0
1.02,0.3066392882,0,0,0.0,HBACK,3,F,D,2,0.0,0.0
0.96,0.1095140315,0,0,0.0,STNWG,3,F,C,3,0.0,0.0
6.64,0.1095140315,0,0,0.0,STNWG,1,F,C,5,0.0,0.0
2.35,0.8377823409,0,0,0.0,SEDAN,1,F,C,2,0.0,0.0
1.71,0.2737850787,0,0,0.0,SEDAN,2,M,C,3,0.0,0.0
1.42,0.1095140315,0,0,0.0,STNWG,4,F,E,2,0.0,0.0
1.4,0.2737850787,0,0,0.0,HBACK,1,F,A,6,0.0,0.0
2.73,0.2737850787,0,0,0.0,SEDAN,1,F,D,3,0.0,0.0
2.65,0.2518822724,0,0,0.0,SEDAN,3,F,A,5,0.0,0.0
0.73,0.2245037645,0,0,0.0,STNWG,4,F,D,5,0.0,0.0
1.42,0.2737850787,0,0,0.0,HBACK,1,F,A,4,0.0,0.0
0.69,0.2737850787,0,0,0.0,SEDAN,4,M,A,1,0.0,0.0
1.9,0.2245037645,0,0,0.0,SEDAN,2,F,A,3,0.0,0.0
0.36,0.1095140315,0,0,0.0,HBACK,4,M,E,3,0.0,0.0
3.61,0.1971252567,0,0,0.0,UTE,1,F,E,1,0.0,0.0
2.72,0.681724846,1,1,1817.5399971,UTE,2,M,F,3,1818.0,1.47
5.25,0.0958247775,0,0,0.0,SEDAN,1,F,D,6,0.0,0.0
6.01,0.2026009582,1,1,671.58999825,STNWG,1,M,C,3,672.0,4.94
1.92,0.6160164271,0,0,0.0,HBACK,2,M,D,4,0.0,0.0
1.06,0.2217659138,1,1,12240.649963,SEDAN,3,F,D,1,12241.0,4.51
0.69,0.2737850787,0,0,0.0,SEDAN,4,F,E,3,0.0,0.0
1.13,0.2546201232,0,0,0.0,STNWG,4,F,D,1,0.0,0.0
1.96,0.1095140315,0,0,0.0,HBACK,1,F,B,3,0.0,0.0
2.79,0.2737850787,0,0,0.0,SEDAN,1,F,C,4,0.0,0.0
1.64,0.3668720055,0,0,0.0,SEDAN,2,M,B,5,0.0,0.0
1.71,0.6160164271,0,0,0.0,SEDAN,2,F,D,3,0.0,0.0
1.17,0.2737850787,0,0,0.0,STNWG,4,M,D,3,0.0,0.0
2.65,0.2436687201,0,0,0.0,UTE,2,F,B,4,0.0,0.0
1.44,0.6543463381,0,0,0.0,SEDAN,3,F,A,2,0.0,0.0
3.14,0.2737850787,0,0,0.0,STNWG,3,F,C,2,0.0,0.0
0.8,0.2737850787,0,0,0.0,HBACK,3,F,B,3,0.0,0.0
0.45,0.9418206708,0,0,0.0,HBACK,4,M,F,5,0.0,0.0
1.78,0.93908282,0,0,0.0,STNWG,2,F,D,3,0.0,0.0
3.31,0.6269678302,0,0,0.0,STNWG,2,M,D,5,0.0,0.0
3.21,0.1095140315,0,0,0.0,STNWG,1,F,C,2,0.0,0.0
3.56,0.1095140315,0,0,0.0,STNWG,1,M,D,5,0.0,0.0
1.88,0.6707734428,0,0,0.0,PANVN,2,M,C,5,0.0,0.0
1.74,0.9336071184,0,0,0.0,HBACK,2,F,D,1,0.0,0.0
1.64,0.6899383984,0,0,0.0,HBACK,2,F,D,2,0.0,0.0
2.18,0.9418206708,0,0,0.0,SEDAN,2,F,F,3,0.0,0.0
2.11,0.3887748118,0,0,0.0,STNWG,2,F,A,3,0.0,0.0
0.97,0.2819986311,0,0,0.0,HBACK,3,F,D,1,0.0,0.0
2.43,0.9418206708,1,1,1023.3699989,SEDAN,1,F,B,5,1023.0,1.06
0.93,0.4736481862,0,0,0.0,HBACK,3,F,E,2,0.0,0.0
1.04,0.1095140315,0,0,0.0,SEDAN,3,F,C,3,0.0,0.0
0.39,0.6160164271,0,0,0.0,SEDAN,4,F,B,1,0.0,0.0
0.99,0.0438056126,0,0,0.0,SEDAN,3,F,A,6,0.0,0.0
0.87,0.1368925394,0,0,0.0,STNWG,4,F,D,4,0.0,0.0
1.31,0.6926762491,0,0,0.0,STNWG,4,M,E,1,0.0,0.0
0.82,0.0711841205,0,0,0.0,SEDAN,4,F,C,3,0.0,0.0
0.9,0.6160164271,0,0,0.0,STNWG,4,F,D,2,0.0,0.0
0.71,0.6926762491,0,0,0.0,HBACK,4,F,A,4,0.0,0.0
1.01,0.6926762491,0,0,0.0,SEDAN,3,F,D,2,0.0,0.0
1.17,0.5201916495,0,0,0.0,HBACK,2,M,C,2,0.0,0.0
0.92,0.7282683094,1,1,299.99999809,HBACK,3,F,C,4,300.0,1.37
2.16,0.3258042437,0,0,0.0,HBACK,1,F,D,6,0.0,0.0
0.91,0.0711841205,0,0,0.0,HBACK,3,F,A,4,0.0,0.0
0.56,0.1423682409,0,0,0.0,SEDAN,4,F,A,4,0.0,0.0
1.56,0.0219028063,0,0,0.0,STNWG,4,M,D,3,0.0,0.0
1.21,0.9993155373,0,0,0.0,HBACK,2,F,C,1,0.0,0.0
3.02,0.9418206708,0,0,0.0,STNWG,3,M,B,4,0.0,0.0
0.74,0.1095140315,0,0,0.0,HBACK,3,M,A,2,0.0,0.0
2.15,0.9336071184,0,0,0.0,UTE,3,F,F,2,0.0,0.0
0.55,0.0219028063,0,0,0.0,SEDAN,4,F,A,4,0.0,0.0
3.43,0.9418206708,0,0,0.0,STNWG,3,F,D,3,0.0,0.0
1.399,0.9418206708,1,1,200.0,HBACK,1,F,A,3,200.0,1.06
1.19,0.9555099247,0,0,0.0,SEDAN,3,M,B,5,0.0,0.0
2.86,0.3203285421,0,0,0.0,HBACK,2,F,C,4,0.0,0.0
1.48,0.7446954141,0,0,0.0,HBACK,1,M,B,5,0.0,0.0
1.87,0.6926762491,0,0,0.0,SEDAN,2,F,C,3,0.0,0.0
0.54,0.0711841205,0,0,0.0,HBACK,4,F,C,2,0.0,0.0
1.02,0.6926762491,0,0,0.0,PANVN,4,M,E,5,0.0,0.0
1.09,0.9993155373,0,0,0.0,SEDAN,3,M,A,4,0.0,0.0
1.21,0.5968514716,1,1,5971.5999908,HBACK,2,M,C,4,5972.0,1.68
0.5,0.3175906913,0,0,0.0,HBACK,4,F,A,2,0.0,0.0
1.45,0.1095140315,0,0,0.0,SEDAN,2,F,A,1,0.0,0.0
1.27,0.93908282,0,0,0.0,HBACK,1,M,C,3,0.0,0.0
